stimulus,starting_erb
poot,1.2898415153500276
taak,1.8777979014531687
scheut,3.14394468782221
puist,2.467941810934988
keus,1.1788341604387453
schijf,0.9023552235550314
pees,3.008643246890267
tijd,1.8053937666351736
huis,1.0342715106229705
hout,2.4392793184731456
kuif,3.1018157786242693
schoot,2.3707007947699736
huid,1.6702755228651012
staaf,2.3606024269689287
kou,1.166660142249392
poos,2.371378333612308
kous,1.7357265689757329
feest,1.8457845075864194
geest,1.7466308453420691
kaas,1.8717131049150653
spook,1.5683936330328012
haast,3.19360212871264
spuit,2.5329937547017467
schaaf,0.9667367374231925
oog,2.0024051508376695
paus,1.9239878724549189
hoop,2.4161707907154444
heup,1.8997818670601503
goot,1.7321681179443265
aap,2.9972988091234054
steek,0.8959139162002527
steeg,2.9059778353257673
thee,1.1759352402280703
kaak,1.043088241173641
kuit,2.5823035220874595
keu,2.8636261978713677
schaap,2.16739489164505
staat,1.2542816889211938
geit,3.048989275422804
teek,2.3694027674220317
hei,1.8050676903266831
sjeik,3.0655869240345757
eik,0.998434267816638
haag,1.0494144525277873
saus,2.9319812240575542
fee,1.317706234789006
aas,2.295645806898298
gaas,2.734068178832874
stoot,1.300103589134365
pauw,2.02804280115851
schaats,1.4955220445670552
spaak,1.9966265602037205
tape,2.9559546362156515
touw,1.7370950335831268
ijs,1.5698220130674683
pijp,1.9519802039353356
peuk,1.5793011041873621
gaap,1.0607281572509262
cape,2.287727732211413
kei,2.3845541559866756
spijs,1.6264241632470746
kuip,1.8210553913032246
hoofd,2.7134335553398734
toast,3.162344857381881
pook,1.1645557367419659
cake,1.5778918855169286
goud,0.8596487532189018
feit,2.4579126337705315
haak,2.724248449685074
haas,1.8242599035600682
