stimulus,starting_erb
huid,2.446644405205849
gaas,1.4758087424726611
geest,2.5056714161858165
haast,1.4247802093202535
hout,0.9804852982719822
tijd,2.9101930136636183
spook,2.4001507436927714
heup,2.8030435545611465
ijs,2.327593811387728
kous,2.3796017144171904
staat,1.984881816568722
tape,1.5091834592345879
goot,2.6926410666937066
pauw,3.0051738596509576
steeg,1.5642113648748617
hei,2.8659350525358267
steek,2.1551811259921063
oog,3.191804287025535
schoot,1.2598354525562592
aas,1.1445999487845029
feit,1.0251616092033644
spijs,2.6085266349077405
goud,1.800596478634402
schaats,2.4599505687097047
kuit,1.1913856220447596
keus,2.2030414999474104
puist,1.2251678416569236
scheut,1.6743730405202288
sjeik,1.5048766252804138
spuit,1.2223408459552765
paus,3.138027273592297
stoot,2.462435880512579
feest,2.859371447132078
toast,1.3830945725954353
eik,1.9748320864561346
poot,2.6350648954660407
kou,2.0239696457346352
poos,0.9263084612212042
schijf,2.058284149688894
hoop,1.071741044459004
haas,2.9345463607396978
huis,1.8578757290230026
touw,2.3920675628243084
teek,1.0429578502728285
saus,1.5508642317332455
haak,1.7582596775143045
pijp,2.9853833272960713
kei,0.8347312376618855
kaas,2.783166135646274
peuk,2.686876414769982
thee,2.0883755182604644
pees,1.726625653386051
staaf,1.0698234711639552
cape,1.2490357788350428
schaaf,2.1737892168343804
cake,2.54454435454774
kaak,1.978850128458884
fee,2.3150745112789783
haag,1.9433877461563218
pook,2.090727855435288
kuip,2.8400943742316445
geit,1.650042563107757
gaap,1.8414199630703163
hoofd,1.2556523573511942
spaak,3.161264576533657
aap,1.3061132971284615
schaap,2.9143459061134056
kuif,1.3151907280694553
keu,1.5847239947937037
taak,2.861478708755238
