stimulus,starting_erb
taak,2.7710615379950685
keu,1.5838520801489004
kuif,1.4556487520200312
schaap,2.799037471231352
aap,1.6115517370898522
spaak,3.011355271850157
hoofd,0.9298832725695718
gaap,1.9700118469030286
geit,1.5911748700089978
kuip,2.765954756679004
pook,1.9779563957237438
haag,1.8333468216831192
fee,2.3123063464163263
kaak,2.211085726927439
cake,2.541251252399037
schaaf,2.154497533443535
cape,1.236139843273802
staaf,0.9650711954068887
pees,1.7083105223873614
thee,2.2284643530578037
peuk,2.2607650230885428
kaas,2.7816103168570914
kei,0.8223461310113456
pijp,2.8832158173112408
haak,1.3762191857312158
saus,1.5135536516576955
teek,0.8566348650139987
touw,2.471144692307397
huis,2.1662266623774773
haas,2.9561775829673276
hoop,0.9107836907600537
schijf,2.0342418197863124
poos,0.9325599850308912
kou,1.8709631639896307
poot,2.3492515132473173
eik,1.87369555764652
toast,1.2825649624951683
feest,2.9462839172636075
stoot,2.5871607887254156
paus,2.7335378220712814
spuit,1.078575293138605
sjeik,1.5503197490313185
scheut,1.7545474496242743
puist,0.8668391678271387
keus,2.165207732679512
kuit,1.0901584407584595
schaats,2.4255494996791995
goud,1.8613405124754459
spijs,2.7169854104643427
feit,1.1789489838725637
aas,1.174879192827465
schoot,1.1353419977441304
oog,3.0828502610109307
steek,1.9751568063252036
hei,2.87070595393803
steeg,1.6533902558171216
pauw,2.90719002781278
goot,2.311527377317974
tape,1.3280989376954873
staat,1.8812003109490816
kous,2.3468407519436205
ijs,2.5701496716862984
heup,3.1859148380815108
spook,2.3857157962618216
tijd,2.995005883220747
hout,0.8901345896603736
haast,1.593862307640947
geest,2.338832614297506
gaas,1.5863094210179223
huid,2.2412973361831843
