stimulus,starting_erb
oog,1.768760208851214
schijf,1.041965571852211
haas,1.7999916731241905
huid,1.4606120088107715
kei,2.4613822715066984
spook,1.2860840526590294
hout,2.677687217636164
pijp,1.9060530754755263
schaap,1.7608409477152742
kou,1.0259105525459231
tijd,2.0635328777408843
aap,3.1710292742035384
huis,1.2099594781131704
scheut,3.051649730206713
puist,2.539536190618365
kuif,3.0915780579687837
stoot,1.340629116063673
cake,1.6277325041261805
peuk,1.538373240748482
steeg,3.0777118565425794
hei,2.0295592332631625
schaats,1.3141509832586071
spijs,1.5174810965107746
keu,3.1292534472589892
spuit,2.253605292178617
pauw,1.7863172502356792
aas,2.4821570211181587
heup,1.7999242495192713
sjeik,2.91153611168214
pook,1.1384732363121504
gaap,1.1868948402968047
keus,1.155112366385401
schoot,2.6921456940950224
ijs,1.2826282369296045
haag,0.9058334417169573
steek,1.2493667794188925
thee,1.2216356734921163
goud,0.8955473643147555
saus,3.1847941425255275
feest,1.8837427161323048
hoop,2.337850748538979
teek,2.67727545045601
haak,3.089781559940686
poot,1.4957193825636628
kaas,2.202682029056275
touw,1.5444997315715288
spaak,2.1959898674625973
staaf,2.52078167666299
geest,1.589095784524216
gaas,2.7923683753081106
pees,2.9637243192952343
kous,1.6684898000095163
hoofd,2.4009143979155274
kuip,1.7971362931420596
staat,0.9505825191596167
goot,1.418614096467356
tape,2.955035201086286
schaaf,0.8209267292544641
kuit,2.292346514911821
kaak,1.0347718107418642
feit,2.4881117153412324
cape,2.6742786777199816
geit,2.8420983579985477
poos,2.4667188198129044
fee,1.5238479972041072
paus,1.8171166899461864
eik,0.8452129641605961
haast,3.1417095002480178
taak,2.1448625604706093
toast,2.96902587490151
