stimulus,starting_erb
aap,1.1662226975704284
thee,1.747817604543484
taak,2.4874672884015214
geest,1.7612491001818902
ijs,2.163956137024149
eik,1.4297572102578129
hoofd,2.796903169319493
peuk,2.239059033719328
puist,3.107301986959258
feest,2.652544646825832
pauw,2.3384621401024472
schaap,2.2755660696388267
tape,1.2471152766423281
tijd,2.5859994396968293
oog,2.259480587844164
schaaf,1.4392776837864003
poot,2.024328767390509
keus,1.703191940649873
staaf,3.048663689934458
kaak,1.294225670447635
aas,3.1024038069859854
cake,2.0682816765056447
haak,1.0596453536179506
schoot,3.1892960873172185
pijp,2.7101659909714826
touw,2.040796854567075
cape,2.72888040333677
kuip,2.6918221938127873
gaas,0.8244895666239935
spook,1.776102883788391
hout,3.077480274277487
saus,1.1835463682592249
steek,1.3962545027959608
goot,2.211720354872825
poos,2.72562348526061
haag,1.4769285034443382
pees,1.277285948415056
huis,1.5249128504493752
paus,2.4968944595826903
kou,1.5270581137544152
huid,2.133451214894274
spaak,2.679985641001255
kuit,3.120633108136276
teek,3.0760660600990244
gaap,1.3260048470531605
goud,1.3561983098033668
schaats,1.9777680953577925
staat,1.490161237846125
fee,1.915664185186794
kaas,2.497123912895764
kuif,1.0470421640484049
haas,2.421681478293236
spuit,3.1716151391967005
pook,1.6399816232815212
hei,2.2413305798505876
kei,3.124539239437488
toast,1.0719544239009302
kous,1.760726969791357
heup,2.7148562057497974
haast,0.8471728536261595
scheut,0.9525259808562734
feit,3.1761607532102594
spijs,1.9160618427039884
schijf,1.383990786005548
geit,0.8296847830108857
steeg,1.043187020782749
keu,1.1680423055530311
stoot,1.8075685388758165
hoop,3.1988402202932913
sjeik,0.902779107513821
