stimulus,starting_erb
kuif,0.8676186816671453
goud,1.7362589744796737
geit,1.000485050035625
spijs,1.9562835712725986
aap,0.965780983254363
peuk,2.221168567792337
touw,2.123227135778963
fee,1.8776207932469535
hoop,2.859817704214192
schaaf,1.3029718730760043
spuit,3.038565661812757
schaap,2.450067701081204
hoofd,2.7256873322338424
sjeik,1.2254091391796176
kaas,2.33185682226562
steek,1.3367738830668434
poos,3.1888180837353586
aas,2.9206097946977145
haag,1.4013740398764716
paus,2.5875257237529237
feest,2.583896836410655
pook,1.4924349037964961
schoot,2.8457856311080576
staat,1.3263710821232395
schijf,1.348075569574988
kuip,2.4880860816070864
gaap,1.503756046435122
cape,2.8008652298855474
hout,2.8918581477157987
haas,2.4386754730584737
heup,2.4536156588110596
taak,2.3251616381899884
pauw,2.5399927918307417
toast,0.9378277281230167
eik,1.632677796985203
pees,0.9288741854085033
tape,0.9004867399449505
cake,1.9741476352105276
teek,3.016783220439921
kei,3.0324984989191126
feit,3.0948058890935273
keu,0.9514807619347613
gaas,1.0025179541998692
geest,2.1311091530166886
haak,1.2632843699370992
haast,0.8875983132551554
huis,1.6776927350647655
steeg,1.274229573631656
puist,2.8275090387212725
oog,2.695381880073616
saus,0.9004417716069566
kaak,1.6553792739744964
spook,2.1233785472571167
thee,1.7293636226677682
keus,1.5420500496527503
spaak,2.543595516647214
kous,1.9654180633686793
ijs,2.1768049028784504
kou,1.5572236385743337
poot,2.0570819160292713
hei,2.3086824844933687
goot,2.224822466710707
scheut,1.2211114982316351
staaf,2.9570270672144487
tijd,2.5614533818502667
stoot,2.1948202292626706
kuit,2.7878052039466072
pijp,2.3235832575441506
schaats,1.8593400598100192
huid,1.8522589745827835
