stimulus,starting_erb
sjeik,0.9710337279353023
hoop,3.060352403157563
stoot,1.8045240143209273
keu,1.216427139104318
steeg,0.83962549128715
geit,1.1794914549999729
schijf,1.2850458087339685
spijs,1.8712154520581032
feit,3.0466835433597343
scheut,0.9264096421341672
haast,1.14721325977828
heup,2.3457055580816095
kous,1.8273879262208184
toast,1.2060529334166814
kei,2.7642936893042203
hei,2.402547841478343
pook,1.7557049844684047
spuit,2.7278337357072417
haas,2.358361260345929
kuif,0.8982259815509767
kaas,2.5827334768385337
fee,1.8819298589287572
staat,1.6714411754655418
schaats,2.0346019374253155
goud,1.419419518057739
gaap,1.3729129920348324
teek,2.919391446947811
kuit,2.950118307266861
spaak,2.2940874319870295
huid,1.7984006039581941
kou,1.665225019160085
paus,2.492953126220353
huis,1.539484143810524
pees,0.8649280651375674
haag,1.6601983409013878
poos,2.8505054355345862
goot,1.9041468418899745
steek,1.417930264939053
saus,1.1611248921059136
hout,3.0140452841280547
spook,2.1078350393205625
gaas,0.9956138200295375
kuip,2.3924743255495615
cape,3.1094294226807877
touw,2.048191225309173
pijp,2.7173264035544866
schoot,2.881708018170308
haak,0.8330027244064001
cake,1.8100482063583434
aas,2.779831462769494
kaak,1.7105020655199432
staaf,2.993499076882011
keus,1.4103275012284051
poot,1.8749679548631237
schaaf,1.584789415103636
oog,2.2593670844069096
tijd,2.6461880161581632
tape,0.9034288774459617
schaap,2.640635441453743
pauw,2.418226468876885
feest,2.4492032233711205
puist,2.7457151688263455
peuk,1.9900304685733077
hoofd,2.9198619668348544
eik,1.6866695757210426
ijs,1.8060047698242492
geest,2.1561734554387337
taak,2.2749285760222415
thee,1.4803584148817792
aap,0.9836289484835761
