stimulus,starting_erb
taak,0.8898534994772429
ijs,3.0290903617069094
schaap,1.11645853114972
staaf,1.5388917852752546
sjeik,2.216500894269392
oog,1.1304107780841577
heup,1.0136238730746256
cake,3.0744272150570784
feest,1.1455644483192768
goot,3.069116469616236
pook,2.703753700652737
schoot,1.3425112314908136
hoofd,1.3054422442229718
saus,2.1024634322234212
spuit,1.538835201227301
spijs,3.1661287694384415
steek,2.6369284252342218
kaas,0.8373993864833879
puist,1.5159745301239393
keus,2.514172470075986
haast,1.9293569192451017
poot,2.783479160671231
tape,2.0054776707151607
aas,1.7540126309507849
teek,1.3396572292257651
kou,2.459764622402067
peuk,3.092070455529382
hout,1.4955039817222109
geest,2.9210881359525107
pijp,1.2159018447285639
haas,0.8077142357494606
schaaf,2.3562829950950115
eik,2.385956601376298
kaak,2.6214805374013808
staat,2.5026871330512406
kous,2.9645038807403172
haak,2.110259067803897
steeg,1.9001547651584363
toast,1.9935175691073372
poos,1.2947429797242607
pees,2.0694370708807606
aap,1.8973861612635963
stoot,2.9820459738732774
keu,2.1297650600068643
thee,2.6408450225653723
hei,0.9652663240460304
fee,3.1344220017818687
paus,1.1797777907585618
scheut,2.130677136043842
gaas,2.214985150428119
kuip,1.1863117408643067
spaak,0.9124184950441369
tijd,0.9100504621157446
schijf,2.5390811481822153
spook,2.8956571024175806
geit,1.7662731211158964
gaap,2.428770663578399
haag,2.256544922596898
kuif,2.1529321388683966
schaats,2.819635512833311
pauw,1.2417580132883859
cape,1.4273096455918615
goud,2.599407271229942
kei,1.5204621118591888
hoop,1.3957774137440127
feit,1.351993170827304
huis,2.7086655486857274
kuit,1.5887682353338775
huid,3.199733062494205
touw,2.8171423765463994
