stimulus,starting_erb
haast,2.0410873497045072
staaf,1.716298762341665
staat,2.5174988809059835
hoop,1.7458065843147255
feit,1.4664325572272614
spaak,1.1292342253219565
heup,1.0456604214592227
schaats,2.834680038479241
tape,1.9048019342044338
spook,2.8857012836491256
kuif,2.2022487467092287
geit,2.202146891353387
kaas,1.1309584205665755
oog,1.0508507649500476
kou,2.636135064483769
cake,3.108517344472984
schijf,2.460734208883448
keu,2.2036030485640437
spijs,3.175328734014806
schaap,1.256169627080494
kous,3.1276995066141273
steek,2.2581780803033507
scheut,2.2125539458537276
aas,1.584020912293132
goot,2.746910411826648
touw,2.8216845890181506
hout,1.7506745704435265
haas,1.2125625453883404
teek,1.5996051586146187
thee,2.6296956818587276
taak,0.9462940287807056
peuk,2.776515232288013
feest,1.1489853867077309
huid,2.7705312213265882
hoofd,1.7211061216188783
goud,2.2409518988719856
huis,2.2444851238399313
steeg,2.2055312038113453
pijp,0.9747777367948787
fee,3.1641356531806912
aap,2.1457483662279206
schoot,1.5025166101021248
geest,2.9511985957831777
paus,1.072218658608454
pees,2.080430304433095
kuit,1.4410359472817915
tijd,0.8914844270595725
ijs,3.1327679438619316
kei,1.6341989401665282
spuit,1.6990487755642456
pook,2.3167631066302334
pauw,1.2493117246036627
schaaf,2.624028948639266
stoot,3.121587596183135
toast,2.1049178202341623
poos,1.3500946871944546
keus,2.710950241375685
gaap,2.5856598764552032
cape,1.3532161914407583
eik,2.586570205003281
haag,2.462114923371094
hei,1.0210487886856783
gaas,2.0657666176626543
sjeik,2.1776708203706803
saus,1.8885395575705852
poot,2.876686319007657
puist,1.3337522793980239
kaak,2.469206876285664
haak,2.0987742456096328
kuip,1.123979025591027
