stimulus,starting_erb
kou,3.1958056161846575
spook,1.1957880153603329
steek,2.8975894820668637
pijp,1.6173423304625136
haag,2.988982996186883
hoofd,1.9719990714382991
cake,1.0211507936696786
haast,2.4500128914784978
taak,1.6452528666137616
poot,1.1233247465332832
schoot,1.8170586962183772
hout,2.0419225694263705
poos,2.03941234840997
steeg,2.3510167230285495
cape,2.122564674341988
hoop,1.7927941906203522
thee,2.8775305305704584
tijd,1.7034512501547427
hei,1.361833461075096
kei,2.205027365671678
pook,2.939514300192518
staaf,1.8692843254690248
goot,1.0609824031840869
keus,3.101760974538241
kuif,2.3693738668426247
paus,1.3455745102431451
gaas,2.7010259917753308
touw,1.1317685887841074
aap,2.3014364848725783
huid,0.8274486652681803
kaas,1.6447236971477552
schijf,3.1667516354638576
stoot,0.8927370439498317
tape,2.518198198494515
feit,2.2394238325213687
haas,1.3092701354551883
scheut,2.2770702791033255
aas,2.1944392415709038
kous,0.9058166514937098
schaap,1.2907982196153174
geest,0.9178976640175286
feest,1.5038796028941122
haak,2.7112279111483977
oog,1.727408771624789
pees,2.457779200388697
schaaf,3.002642364093919
staat,2.7839295146691123
keu,2.40965941439399
huis,2.8513584014090725
kuit,2.0175052120888597
fee,1.171120002599214
geit,2.4338291433642003
puist,1.8776190711341052
saus,2.3604389684836535
eik,3.1797896271886206
kuip,1.3178301576805251
spaak,1.6690629457718877
toast,2.359998169241262
spuit,2.038207557708154
kaak,3.1789108189738586
heup,1.6050754160709633
teek,2.1027532440575216
ijs,1.1293642580984469
pauw,1.3490836387970204
sjeik,2.32190506020585
goud,3.1804680479750815
spijs,0.891610475223735
schaats,1.1549159954282113
peuk,1.074616223000821
gaap,2.7662015842706698
