stimulus,starting_erb
toast,2.9066047856126316
taak,1.898915225738758
haast,2.8859001464925145
eik,0.9034036625988325
paus,2.177927658342922
fee,1.3405236225495656
poos,2.297611383861863
geit,3.177917098739937
cape,2.349511001877939
feit,2.564299481312719
kaak,1.0658652646801863
kuit,2.4498139727971218
schaaf,1.270122566784044
tape,2.8669301908605673
goot,1.3018624943397634
staat,1.1712905650208993
kuip,2.181237829916707
hoofd,2.404729737343115
kous,1.6343315070230644
pees,3.131415000389563
gaas,3.079244041551502
geest,1.6515957712982658
staaf,2.3641783311620075
spaak,2.1245708585429437
touw,1.5865972289768433
kaas,1.9605475921147564
poot,1.6289383193095959
haak,2.8027479399525737
teek,2.5029681042077585
hoop,2.4502345391301734
feest,1.8650664410613715
saus,2.7638077836291215
goud,1.1343129580849853
thee,1.2095901578009103
steek,1.0541285431277372
haag,0.917664052184854
ijs,1.3577749396206935
schoot,2.5645014731510547
keus,1.0528100056547156
gaap,1.0432728669823337
pook,1.1065596540670493
sjeik,2.7413084836452484
heup,2.0101371813688638
aas,2.7079255127081083
pauw,1.890770405658809
spuit,2.5984932379368595
keu,2.9953180336078855
spijs,1.4623829947585378
schaats,1.441856469044969
hei,2.215285983680518
steeg,3.0025423125544397
peuk,1.6498845589083464
cake,1.3236566009611583
stoot,1.3493995788411992
kuif,2.941859641152253
puist,2.4941905455396993
scheut,3.170817359200007
huis,1.1101952391592267
aap,2.9487587393848584
tijd,2.0035742217341386
kou,1.0998997669764317
schaap,1.8062644025226802
pijp,1.8355686431994982
hout,2.4682795552197407
spook,1.7599857907905085
kei,2.4842175257012395
huid,1.3006577722178054
haas,2.0921993079379004
schijf,1.1566610748513915
oog,2.193212376133483
