stimulus,starting_erb
haas,1.9444449652300346
haak,3.028676566355564
feit,2.4318152732898213
goud,0.9905718299254607
cake,1.7327528052794232
pook,1.1662834731286957
toast,2.9208266294988996
hoofd,2.38652909425765
kuip,1.8098809929175506
spijs,1.3002084613938671
kei,2.643632122337012
cape,2.5507841189105123
gaap,1.137175739767983
peuk,1.6120995664384683
pijp,1.7897954383508705
ijs,1.5286203246442087
touw,1.7040905583981152
tape,2.8681740405300804
spaak,1.8447616603280599
schaats,1.4490770037132166
pauw,2.219073225348589
stoot,1.3751223498659617
gaas,2.8273566644260892
aas,2.568564201780343
fee,1.551047923301653
saus,2.9466643025381827
haag,1.0747639699715446
eik,0.9179506438328414
sjeik,2.860028575472399
hei,1.947129210545993
teek,2.6748466617686963
geit,2.7201813135922293
staat,0.9045094411393133
schaap,2.034422222184093
keu,2.8814177363311146
kuit,2.7116310899392384
kaak,1.161340758913762
thee,1.126092950467148
steeg,3.054217645060331
steek,0.9052375868000859
aap,2.898072117672104
goot,1.319743186809928
heup,1.8998316689173675
hoop,2.3533182433430375
paus,1.8738018182562342
oog,2.229058925664577
schaaf,0.8567678880771186
spuit,2.5730405797400944
haast,3.0482893596809086
spook,1.430314954128677
kaas,2.2061386610509324
geest,1.577599565357442
feest,1.8776734847839498
kous,1.5409164619111406
poos,2.5625244010620793
kou,1.1145206187481438
staaf,2.6503841026963038
huid,1.4550492306616059
schoot,2.423442949440268
kuif,3.132112461613569
hout,2.4082874649041126
huis,0.9676056817039281
tijd,1.8477575271721345
pees,2.7596049201670985
schijf,1.157732325582962
keus,0.8878777970393233
puist,2.6382722153891955
scheut,3.1876529247991443
taak,2.1104803651904795
poot,1.454451300111825
