stimulus,starting_erb,starting_bin
spuit,3.168316685458604,5
kaak,1.3173751240302893,2
tijd,2.3593393096090858,4
staat,1.3735244016171675,2
schaats,1.8032310205032542,3
schijf,1.3274075057774262,2
spijs,2.1133262338843286,3
pook,1.6133471473446126,2
hoofd,3.1472379227734866,5
spook,2.0422568113640276,3
gaap,1.4389791468309656,2
schaap,2.6165543493389136,4
cape,3.1155544375231217,5
poos,2.738359002679106,5
pees,0.8221981097897963,1
schoot,2.8496191818334373,5
huid,2.1675383283090155,3
goud,1.4364032702234517,2
feest,2.3666679917865547,4
steeg,1.1668627519634538,1
geest,1.9037567610916735,3
spaak,2.336323430232851,4
steek,1.3570056760884392,2
tape,0.8235329366300547,1
eik,1.621246762119126,2
kuit,3.058153731099451,5
kou,1.5610723377868823,2
keus,1.4457850691156322,2
poot,1.8113164600423926,3
kei,3.134973389832675,5
hout,2.994976941741214,5
kaas,2.624121678020373,4
scheut,0.9338141184597214,1
keu,1.2543099555700958,1
kous,1.8912181093900815,3
hoop,2.910945334688292,5
ijs,2.140977124785616,3
kuip,2.5996178907183265,4
fee,1.8073344201373225,3
saus,0.8753137093823473,1
gaas,1.1342115369402936,1
sjeik,0.9116062041219962,1
oog,2.3995197580550913,4
taak,2.3508038778432354,4
heup,2.6864884549399966,4
touw,2.2284649793846456,3
hei,2.7038731900743294,4
stoot,1.8255223418239626,3
goot,2.0692056849573355,3
schaaf,1.5203002324011992,2
kuif,1.2402274948902585,1
geit,0.9415013566145344,1
cake,1.974453519576359,3
huis,1.5919296922314312,2
pauw,2.3543721897038767,4
haag,1.586664732592475,2
peuk,1.9993114872825892,3
aas,2.895461104135268,5
haak,1.1101964194080214,1
haast,1.1980376195038631,1
feit,3.189577274260535,5
toast,1.0336833168764528,1
staaf,3.1601565579539574,5
paus,2.563762782547993,4
pijp,2.6902926199730386,4
aap,0.926073184933103,1
thee,1.3011125928294685,2
puist,2.9452682732744737,5
haas,2.3712595629927504,4
teek,2.8197034197114768,5
