stimulus,starting_erb,starting_bin
gaas,1.6425507002250028,2
haas,2.9690840159679044,5
touw,2.648223543135824,4
kuif,1.5017391424394437,2
schaap,3.1949069610250445,5
gaap,2.163132540797884,3
staat,2.040990558481045,3
kuit,1.0148978175120948,1
huis,2.1223940879027157,3
spuit,1.003677945250282,1
haak,1.5579135737393266,2
kaas,2.8966158113479654,5
staaf,0.8980250410113859,1
kous,2.4159906466193624,4
tape,1.342319750428912,2
pees,1.6987818575291938,2
oog,3.0778055644823348,5
haast,1.5333730041228084,2
kei,1.1085111192110775,1
goot,2.6105423640556653,4
puist,0.837439022864033,1
hoofd,0.8391872110043895,1
hei,2.7966208971957305,5
schaats,2.5784287327690185,4
kuip,3.1680909986721626,5
spijs,2.350081958152256,4
feest,2.868079495008088,5
eik,1.8754097960200236,3
kou,1.8580575341254197,3
poot,2.531824295298504,4
schijf,2.1571214303515913,3
hoop,1.2741338113899898,1
poos,0.8356399891634152,1
fee,2.3626595085811504,4
schoot,1.2791796896888112,1
stoot,2.630316147797431,4
steeg,1.725385731495741,2
cape,0.9990549650608913,1
feit,1.2799304775840568,1
tijd,3.1344294683103033,5
taak,3.1063187434856907,5
geest,2.4909341628556043,4
goud,2.040397273214947,3
peuk,2.4422799414227128,4
thee,2.145182224853669,3
steek,1.9565767875652325,3
sjeik,1.6842934019916522,2
ijs,2.372066608041867,4
cake,2.540053923447601,4
hout,1.2664067047707614,1
aap,1.573744690244689,2
pauw,2.884163760730751,5
scheut,1.5413024029509295,2
geit,1.5773327927720822,2
keu,1.5099307823496442,2
spaak,3.1519115980207606,5
teek,0.846156906381622,1
pook,2.0765440925935477,3
saus,1.3732790177541623,2
huid,2.479230699565558,4
kaak,1.7806925957819864,3
schaaf,1.949816683679013,3
pijp,2.822272225116745,5
aas,1.032946206665747,1
haag,1.9452675720166512,3
heup,3.170909349598087,5
spook,2.5955308870365648,4
paus,3.072317843605327,5
keus,1.8763313582179935,3
toast,1.3515529009984883,2
