stimulus,starting_erb,starting_bin
kuip,2.5034182398428015,4
huid,2.2103084540472544,3
gaas,0.8702084932425606,1
schaats,1.763540776442651,3
poot,1.8143401444184517,3
eik,1.4936423474666167,2
schoot,2.8825790128645603,5
taak,2.4034326154696393,4
saus,0.9262167743893838,1
schijf,1.4426482789401454,2
hoop,2.821743624000931,5
kaak,1.2977498115722292,2
spuit,3.0114100599356695,5
spook,1.805397361688106,3
schaap,2.581841770737181,4
steek,1.7268200699449774,2
pees,0.8243093786858458,1
pook,1.5090147910563698,2
kuif,1.0600528747940217,1
spijs,2.1570693696062704,3
keus,1.4825005654577246,2
kaas,2.2774540812420607,4
thee,1.2884032396595693,2
feit,3.1370996344055952,5
staat,1.2972194024286596,2
paus,2.4456075010866103,4
hout,2.97798340547167,5
cape,3.0143313170595882,5
hei,2.716687874098201,4
touw,1.9848531033370471,3
aap,1.015169258252316,1
toast,1.2280049572429914,1
aas,2.902642234393197,5
teek,3.0227459564692816,5
pijp,2.2854135613215574,4
hoofd,2.99624531043197,5
scheut,1.0751003741000005,1
stoot,2.1652730421767554,3
fee,2.1204312878986196,3
feest,2.516038113155214,4
haag,1.3372509316521868,2
tape,1.2046259823929772,1
goot,1.822289985103796,3
keu,1.277608293537135,1
poos,2.924005297627315,5
schaaf,1.5225631517126876,2
geit,0.8428321596187951,1
huis,1.2993702945333638,2
spaak,2.5885957820017493,4
kei,3.1477475084576922,5
ijs,1.9998962204628732,3
goud,1.7578022765068884,2
geest,1.8264725243726103,3
heup,2.3910133480850635,4
haast,0.9954849295844389,1
kous,2.165444586185669,3
cake,2.1945335597055657,3
steeg,1.0515985708819535,1
staaf,2.9817201208079913,5
haas,2.327407601203151,4
pauw,2.567079804357183,4
haak,0.9946696391474916,1
gaap,1.3642052300817658,2
peuk,2.0423350462458867,3
sjeik,1.2108384533403111,1
oog,2.2746522758685175,4
tijd,2.3758538333261208,4
puist,2.8906429837103214,5
kuit,2.7468082779470087,5
kou,1.6338443376100669,2
