stimulus,starting_erb,starting_bin
kei,1.2089764621147576,1
cape,1.162934149469747,1
tape,1.4067667330372664,2
schaaf,1.7770844944764959,3
cake,2.2526034048231844,4
pauw,3.1494147085101076,5
huid,2.597561859902333,4
ijs,2.493795111397543,4
scheut,1.5533421797249023,2
gaas,1.6959220545376832,2
goud,2.148181032044125,3
feest,2.8271194127861343,5
kuif,1.5314823317260107,2
spijs,2.414967353191474,4
aas,1.2678605531699891,1
stoot,2.39823764499542,4
teek,0.9545511240441288,1
taak,2.8200353525793105,5
haak,1.5638184092130274,2
schoot,0.9367631429111337,1
poot,2.408652699746627,4
haast,1.359118946241384,2
schijf,2.05137479819837,3
haag,1.993109797411576,3
touw,2.5858949398709683,4
steek,1.8438874102012037,3
hei,2.7468399804787027,5
peuk,2.281269362676405,4
paus,2.8683508811542904,5
kaas,2.879472529990281,5
spuit,0.9340086594293219,1
eik,1.8874444569649813,3
steeg,1.5173799007538176,2
keu,1.4018900456178858,2
spook,2.5143917582498196,4
schaap,3.100551619909909,5
pook,1.8153510188021218,3
thee,2.200959594264855,3
kaak,2.2104352891911168,3
haas,2.7771367415885138,5
kuit,1.0926659380740187,1
oog,2.8483983246828837,5
pees,1.73800416738841,2
hoop,1.2158171913884734,1
geit,1.6771414959242792,2
staaf,0.8687165653022086,1
fee,2.277222626709846,4
heup,3.083041418276696,5
feit,1.2219638708835292,1
kou,2.02078329579401,3
tijd,3.073346138842708,5
saus,1.7400375058064803,2
gaap,1.7698901975788903,3
staat,2.157620651406045,3
kous,2.46534101881902,4
hoofd,1.107427732602066,1
hout,1.0580456462561791,1
goot,2.6403215040971366,4
keus,1.7630577867892399,3
sjeik,1.3184168714491704,2
kuip,2.8483445355154964,5
puist,0.9000048699481037,1
geest,2.3117009558453914,4
poos,1.1640287472388489,1
toast,1.4400321461944352,2
huis,2.1945809918251635,3
schaats,2.29414337045647,4
spaak,2.8110205256496354,5
pijp,3.0922264002331667,5
aap,1.5759973410839394,2
