stimulus,starting_erb,starting_bin
aap,1.4567622539260654,2
pijp,2.7664301620595553,5
spaak,2.7740186960073943,5
schaats,2.6952217672488503,4
huis,2.061990910763589,3
toast,1.5799231331487391,2
poos,0.99546768380985,1
geest,2.2955276301762777,4
puist,1.187911026961014,1
kuip,2.765393447409253,5
sjeik,1.6025540936433726,2
keus,1.7681498391021717,3
goot,2.6346125330374783,4
hout,0.9092175897526571,1
hoofd,1.2468148354012152,1
kous,2.44675099687375,4
staat,1.9838380927205588,3
gaap,1.80331211120467,3
saus,1.4850889709266573,2
tijd,3.073792539404897,5
kou,1.9044719404037609,3
feit,0.8511758816171238,1
heup,3.1411868525700357,5
fee,2.6827655303377242,4
staaf,1.2089495844218832,1
geit,1.3861743380038767,2
hoop,1.1230555730365106,1
pees,1.6351712817488373,2
oog,3.121203167720524,5
kuit,1.262750328211053,1
haas,3.133951673680317,5
kaak,1.8126693116076769,3
thee,2.009033621476937,3
pook,1.7676050748141152,3
schaap,3.163034109168449,5
spook,2.452877092759928,4
keu,1.481618348090731,2
steeg,1.6933655009104096,2
eik,1.9440453377336975,3
spuit,1.197569630203023,1
kaas,3.152598903077176,5
paus,2.898564527662347,5
peuk,2.5500436110945186,4
hei,3.0119323437577217,5
steek,1.8321265318330875,3
touw,2.6064128085024625,4
haag,2.1570292851306547,3
schijf,2.0889845400337577,3
haast,1.6932726314438504,2
poot,2.3967560151205576,4
schoot,1.2327220795003508,1
haak,1.7583067938775068,2
taak,2.9168613065579985,5
teek,1.0707033302183087,1
stoot,2.5493671999451917,4
aas,0.8847764331980807,1
spijs,2.611262910735328,4
kuif,1.7594845052486638,2
feest,2.827562565626966,5
goud,1.9853250107660116,3
gaas,1.6649906093530817,2
scheut,1.650712634723826,2
ijs,2.5319334850103745,4
huid,2.579218998347996,4
pauw,2.9626269907536575,5
cake,2.4837003831747766,4
schaaf,2.2104257925249984,3
tape,1.6846033840262171,2
cape,1.256955430082157,1
kei,1.2203012708302143,1
