stimulus,starting_erb,starting_bin
peuk,1.4181125440964577,2
touw,1.5600584730293197,2
pauw,2.0102530157386944,3
schaap,1.8550756286600392,3
huid,1.701254970007731,2
geest,1.5316675144587035,2
kei,2.507050516765883,4
hoop,2.3476688674254627,4
pees,3.006807608226831,5
poos,2.6163872751422566,4
haast,2.7346276601800685,5
spuit,2.473624792714092,4
haas,2.051219108192841,3
kaas,2.0777841651878277,3
steeg,2.9033661030981377,5
puist,2.6497034337384022,4
pook,0.8024949100899962,1
kous,1.6236249884899434,2
keus,1.2099601597909648,1
oog,2.072336516832537,3
feest,2.0461629307575557,3
huis,1.2575052236205269,1
goot,1.37990886185336,2
hei,1.8187381803966394,3
haag,0.804808666133356,1
aas,2.699965314442076,4
gaas,3.1591864688973232,5
schijf,0.9945724718677004,1
taak,2.188997820434513,3
schoot,2.2991480601372167,4
schaats,1.3888682761722135,2
gaap,0.91052264771163,1
kuif,3.0587559081474986,5
steek,1.1430418375320945,1
staat,0.8758597120508012,1
cake,1.5070237581574182,2
spaak,2.012175650743598,3
thee,0.8978972658052522,1
pijp,1.9205699274537504,3
fee,1.5683661777046183,2
tape,2.744137188984558,5
hout,2.5913203287678814,4
staaf,2.2576497001691505,4
teek,2.257638147862586,4
tijd,2.082833371996432,3
haak,3.0208469743396287,5
kuit,2.37239604927399,4
heup,2.0862445342786584,3
aap,3.1911965144199574,5
saus,2.9023504923743224,5
hoofd,2.5101698236433467,4
sjeik,2.790628825291527,5
spijs,1.5089894568096094,2
spook,1.500620038035975,2
eik,0.8322076362405825,1
kou,0.9705430743745262,1
toast,2.9519195709023616,5
poot,1.4750130325609991,2
cape,2.6877646080325306,4
geit,3.170546784531122,5
kaak,1.101874586087167,1
kuip,2.0379353993817313,3
schaaf,1.173501117085554,1
ijs,1.3911495475060902,2
stoot,1.622348730689966,2
scheut,3.0889323735781966,5
paus,1.9111786396961596,3
goud,1.0402003705141158,1
feit,2.71323334004844,4
keu,2.7745528426905435,5
