stimulus,starting_erb,starting_bin
teek,2.8250501779786146,5
haas,2.704060143692566,4
puist,2.817449588883012,5
thee,1.5651083653458961,2
aap,1.231861546869139,1
pijp,2.518117316988824,4
paus,2.4668428183711915,4
staaf,3.1244779032209786,5
toast,1.2095405627572051,1
feit,3.0487712128367255,5
haast,1.2510453336131242,1
haak,1.1019855477214224,1
aas,2.9396024821779814,5
peuk,1.801107181264136,3
haag,1.5202228584183544,2
pauw,2.5820302175386685,4
huis,1.4435111817549018,2
cake,1.8382159729402492,3
geit,1.1907176532366335,1
kuif,1.0038286992728718,1
schaaf,1.4588377229478275,2
goot,1.7893499114017066,3
stoot,1.770402260961617,3
hei,2.2640660674572906,4
touw,1.9513997394608116,3
heup,2.3472636587382616,4
taak,2.6723877186693814,4
oog,2.7123604587172947,4
sjeik,0.8996479713114798,1
gaas,1.2702024363286086,1
saus,1.2234296203887969,1
fee,1.808959146547949,3
kuip,2.3488546700948194,4
ijs,1.8399133316333995,3
hoop,2.8955998075507643,5
kous,2.0801899467686464,3
keu,0.8360564588575735,1
scheut,1.2284451626514317,1
kaas,2.3849110290329962,4
hout,3.162809226160373,5
kei,2.904275947547958,5
poot,1.9664805179564717,3
keus,1.7513842967912883,2
kou,1.4696756836546057,2
kuit,2.9939454679561264,5
eik,1.3968951113391794,2
tape,0.953577746340023,1
steek,1.490059811747065,2
spaak,2.2771535341154063,4
geest,2.012943201786385,3
steeg,0.8839592601788346,1
feest,2.25032886622617,4
goud,1.7128833486834378,2
huid,2.2269697058151454,3
schoot,3.0934375841690365,5
pees,1.1259445684381073,1
poos,3.1561485223752244,5
cape,2.9580538389511566,5
schaap,2.34608203079883,4
gaap,1.3115409692519766,2
spook,1.9831489066027377,3
hoofd,3.0017893886147404,5
pook,1.5345687872460532,2
spijs,2.0481334194701395,3
schijf,1.3514881454744179,2
schaats,2.0483344242552755,3
staat,1.4516781006000656,2
tijd,2.251713213297905,4
kaak,1.5022661516100149,2
spuit,2.8153783611303913,5
