stimulus,starting_erb,starting_bin
feit,1.6253658945142924,2
schaaf,2.3738696847580014,4
tape,1.8736940445757764,3
kei,1.382066236921263,2
geit,1.9226725726020435,3
haast,2.151781136120677,3
schoot,1.4165137510865236,2
hoofd,1.550919979104219,2
oog,0.8759067101621802,1
aas,1.7596079080114666,2
feest,1.261501717235459,1
geest,2.7932913728795103,5
puist,1.7405111165932454,2
thee,2.4914565935984077,4
kaas,1.0801345669541695,1
steeg,1.9116153633808568,3
kaak,2.578407529434915,4
huid,3.1831939880965163,5
saus,2.078290316735606,3
spijs,3.056482315888038,5
poos,1.693697158549867,2
gaap,2.3205259402426424,4
hout,1.521888018171772,2
pauw,1.0833202732920488,1
staat,2.5801629485464463,4
eik,2.6666681212176044,4
spook,3.034139317728255,5
gaas,1.8898610165815153,3
fee,3.1221827006406624,5
pook,2.309799632509305,4
huis,2.593804061346435,4
staaf,1.466935888925344,2
kuit,1.4908162332766122,2
goot,3.1742336266158624,5
spaak,1.150603396114532,1
touw,2.8994058560213216,5
pijp,0.8403860181961814,1
cake,2.9406985988987984,5
haag,2.6261775199803634,4
heup,1.0187760037922053,1
steek,2.250280006083389,4
tijd,1.0618357274624888,1
toast,1.899233182103912,3
aap,1.7846405672038568,3
teek,1.7175387654669585,2
schijf,2.6485664521405012,4
peuk,3.1326032487882225,5
haak,2.1288997764394457,3
keu,2.1217260459773764,3
scheut,2.0608143781057766,3
haas,1.0159199838995998,1
goud,2.552125521634164,4
spuit,1.4562603504023164,2
hoop,1.5210008945969196,2
schaap,0.94038835344486,1
schaats,3.153736175241978,5
keus,2.395034548872532,4
kous,2.821643074623259,5
kuif,1.919473262034285,3
taak,0.916957747974251,1
kuip,1.0229420413728125,1
poot,3.1634187197455086,5
hei,0.9317909437585816,1
stoot,2.7938049683359885,5
sjeik,2.121488819179913,3
paus,1.210775112306029,1
pees,2.2277702163403044,3
ijs,2.989304007818198,5
kou,2.4400087611178174,4
cape,1.652331046780935,2
